OrderID,CustomerID,RestaurantID,OrderDate,Age,Gender,City,Rating,OrderItemID,ItemName,ItemPrice,PaymentID,Amount,DeliveryID,DeliveryTime,DeliveryStatus,ItemsPerOrder,Cuisine,PaymentMode
28,1000,23,05-04-2024,59,Female,Kolkata,2.4,11425,"Noodles, Burger, Pasta, Momos","""150,120,180,140""",1028,383,127,13,Cancelled,2,Fast Food,UPI
29,1000,28,04-11-2024,59,Female,Chennai,2.0,11382,"Fried Rice, Momos","""170,140""",1029,583,128,42,Late,2,Italian,UPI
30,2993,39,31-08-2024,48,Female,Kolkata,3.5,10633,Paratha,"""70""",1030,121,129,54,Late,3,South Indian,UPI
31,3695,46,24-07-2024,49,Female,Pune,4.5,16250,"Roll, Fries","""110,90""",1031,182,130,33,On Time,1,South Indian,UPI
32,1000,3,16-05-2024,59,Female,Pune,2.8,16214,"Fries, Momos, Paneer Tikka","""90,140,220""",1032,723,131,72,Late,1,Italian,UPI
33,1000,45,18-09-2024,59,Female,Mumbai,4.0,17873,"Noodles, Momos, Fries, Roll","""150,140,90,110""",1033,951,132,20,On Time,1,Continental,Cash
34,1000,10,03-08-2024,59,Female,Hyderabad,3.1,12338,"Sandwich, Burger, Dosa","""80,120,60""",1034,188,133,79,Late,1,Fast Food,UPI
35,3511,6,01-08-2024,21,Female,Pune,2.3,17853,Fried Rice,"""170""",1035,148,134,74,Late,2,Fast Food,UPI
36,3574,45,13-05-2024,47,Female,Mumbai,5.0,15935,"Fried Rice, Roll","""170,110""",1036,517,135,32,On Time,2,Italian,Card
37,1000,41,28-02-2024,59,Female,Pune,2.9,15698,"Roll, Sandwich, Dosa","""110,80,60""",1037,506,136,62,Late,1,Continental,UPI
38,1000,22,02-04-2024,59,Female,Kolkata,4.2,18335,Noodles,"""150""",1038,279,137,40,On Time,2,Italian,UPI
39,1000,48,25-02-2024,59,Female,Hyderabad,1.8,13862,"Paratha, Pasta, Paneer Tikka","""70,180,220""",1039,974,138,2,Cancelled,3,Continental,UPI
40,1001,37,07-10-2024,18,Male,Bangalore,4.6,12097,"Pizza, Pasta","""250,180""",1040,649,139,58,On Time,1,North Indian,UPI
41,1001,18,01-09-2024,18,Male,Bangalore,4.6,14370,"Noodles, Idli, Paneer Tikka","""150,50,220""",1041,353,140,39,On Time,3,Fast Food,UPI
42,2051,15,22-01-2024,41,Female,Kolkata,4.9,16490,"Fries, Paratha","""90,70""",1042,152,141,39,On Time,1,South Indian,UPI
43,1001,39,10-08-2024,18,Male,Kolkata,3.5,18812,"Pasta, Pizza, Fried Rice","""180,250,170""",1043,433,142,70,Late,1,Fast Food,UPI
44,2420,1,11-01-2024,37,Female,Hyderabad,4.3,19266,"Sandwich, Fried Rice, Pasta","""80,170,180""",1044,829,143,40,On Time,1,Continental,UPI
45,3268,35,15-04-2024,44,Female,Pune,4.2,10717,"Burger, Biryani, Momos, Fries","""120,200,140,90""",1045,398,144,36,On Time,1,Fast Food,UPI
46,1001,26,14-08-2024,18,Male,Chennai,4.4,18072,"Fries, Noodles, Burger, Roll","""90,150,120,110""",1046,866,145,44,On Time,1,Italian,Cash
47,3669,49,11-02-2024,24,Female,Delhi,4.2,11275,"Sandwich, Idli, Paneer Tikka, Fried Rice","""80,50,220,170""",1047,1063,146,28,On Time,4,Continental,UPI
48,1001,35,22-01-2024,18,Male,Pune,1.9,16465,"Burger, Roll, Biryani","""120,110,200""",1048,888,147,13,Cancelled,1,Continental,UPI
49,1001,33,28-05-2024,18,Male,Chennai,2.0,10113,"Pasta, Roll, Fried Rice","""180,110,170""",1049,869,148,44,Late,2,Continental,Card
50,1001,47,14-05-2024,18,Male,Kolkata,4.1,19674,"Roll, Pizza, Noodles, Dosa","""110,250,150,60""",1050,816,149,51,On Time,1,North Indian,Card
51,1001,8,15-03-2024,18,Male,Mumbai,4.9,13448,"Burger, Noodles, Biryani, Idli","""120,150,200,50""",1051,604,150,38,On Time,1,Chinese,Card
52,1001,13,17-07-2024,18,Male,Ahmedabad,4.8,15461,"Fried Rice, Paratha, Pizza","""170,70,250""",1052,836,151,52,On Time,1,Italian,UPI
53,3606,9,03-11-2024,33,Male,Chennai,4.1,15390,"Roll, Paratha","""110,70""",1053,172,152,24,On Time,1,South Indian,Card
54,1001,2,28-07-2024,18,Male,Pune,4.2,14636,"Momos, Noodles","""140,150""",1054,609,153,21,On Time,2,Continental,UPI
55,3747,31,24-09-2024,24,Female,Bangalore,4.1,12324,"Pizza, Roll, Paneer Tikka, Idli","""250,110,220,50""",1055,486,154,38,On Time,1,South Indian,UPI
56,1001,3,02-01-2024,18,Male,Pune,4.5,11390,Paratha,"""70""",1056,131,155,16,On Time,2,Chinese,UPI
57,1001,43,25-03-2024,18,Male,Ahmedabad,4.2,11992,Fries,"""90""",1057,212,156,33,On Time,1,Continental,UPI
58,2902,9,25-10-2024,46,Female,Chennai,4.3,11747,"Momos, Fried Rice","""140,170""",1058,456,157,16,On Time,1,North Indian,UPI
59,1001,29,15-04-2024,18,Male,Chennai,1.9,11619,"Pasta, Biryani, Dosa","""180,200,60""",1059,691,158,15,Cancelled,1,Italian,Card
60,2304,50,25-03-2024,21,Female,Ahmedabad,4.7,19098,"Biryani, Roll, Paratha, Pizza","""200,110,70,250""",1060,462,159,24,On Time,1,Fast Food,Cash
61,1001,5,13-08-2024,18,Male,Chennai,2.2,10228,Paneer Tikka,"""220""",1061,276,160,6,Cancelled,1,Chinese,UPI
62,1001,10,25-08-2024,18,Male,Hyderabad,4.1,14314,Biryani,"""200""",1062,368,161,29,On Time,3,North Indian,UPI
63,1001,27,23-02-2024,18,Male,Kolkata,4.5,15401,"Biryani, Momos, Noodles","""200,140,150""",1063,720,162,51,On Time,2,North Indian,UPI
64,1001,11,19-01-2024,18,Male,Delhi,4.4,15855,"Noodles, Burger, Pasta","""150,120,180""",1064,687,163,25,On Time,1,North Indian,UPI
65,1001,33,17-06-2024,18,Male,Chennai,2.9,15965,"Fries, Fried Rice, Pasta","""90,170,180""",1065,592,164,64,Late,2,Chinese,Card
66,1001,24,09-02-2024,18,Male,Ahmedabad,1.1,17724,"Biryani, Fries, Burger","""200,90,120""",1066,433,165,3,Cancelled,4,South Indian,UPI
67,1001,16,14-09-2024,18,Male,Bangalore,4.4,14641,"Dosa, Noodles, Biryani","""60,150,200""",1067,793,166,24,On Time,1,Continental,UPI
68,1001,38,01-01-2024,18,Male,Delhi,4.3,10774,"Fries, Noodles, Pizza, Idli","""90,150,250,50""",1068,708,167,29,On Time,3,Chinese,Card
69,1001,7,03-10-2024,18,Male,Chennai,4.8,13486,Momos,"""140""",1069,228,168,21,On Time,1,North Indian,Cash
70,2559,44,28-04-2024,50,Female,Mumbai,3.0,17823,Noodles,"""150""",1070,305,169,74,Late,2,Italian,Cash
71,3970,47,10-06-2024,23,Male,Kolkata,4.3,12328,Paratha,"""70""",1071,158,170,27,On Time,2,Italian,UPI
72,1001,1,09-02-2024,18,Male,Hyderabad,4.8,11998,"Fried Rice, Noodles","""170,150""",1072,282,171,34,On Time,1,South Indian,Cash
73,1001,29,05-07-2024,18,Male,Chennai,2.5,18667,Burger,"""120""",1073,134,172,53,Late,2,South Indian,UPI
74,1001,31,17-06-2024,18,Male,Bangalore,4.2,18496,Paratha,"""70""",1074,97,173,26,On Time,2,South Indian,UPI
75,1002,4,29-06-2024,54,Female,Bangalore,4.9,11904,Noodles,"""150""",1075,354,174,28,On Time,4,Continental,UPI
76,2002,42,08-08-2024,46,Female,Ahmedabad,1.9,18327,"Momos, Paratha, Roll, Burger","""140,70,110,120""",1076,385,175,11,Cancelled,1,South Indian,UPI
77,1002,36,29-04-2024,54,Female,Bangalore,4.9,13555,"Roll, Momos, Paratha, Biryani","""110,140,70,200""",1077,658,176,36,On Time,3,Chinese,UPI
78,1002,29,18-07-2024,54,Female,Chennai,4.2,10190,"Fries, Sandwich, Momos, Paratha","""90,80,140,70""",1078,628,177,76,Late,1,Italian,Cash
79,1002,49,21-11-2024,54,Female,Delhi,4.2,12998,Burger,"""120""",1079,234,178,45,On Time,3,North Indian,Cash
80,1002,40,07-08-2024,54,Female,Bangalore,4.2,10926,Paratha,"""70""",1080,113,179,21,On Time,1,Chinese,Cash
81,1002,27,15-09-2024,54,Female,Kolkata,5.0,14925,Idli,"""50""",1081,93,180,38,On Time,1,North Indian,UPI
82,1002,26,23-12-2024,54,Female,Chennai,4.5,11924,"Pasta, Noodles, Idli","""180,150,50""",1082,605,181,28,On Time,1,North Indian,Card
83,1002,18,23-04-2024,54,Female,Bangalore,1.6,12144,"Momos, Paneer Tikka, Biryani, Pizza","""140,220,200,250""",1083,1393,182,12,Cancelled,2,Italian,UPI
84,2621,26,13-12-2024,22,Female,Chennai,4.7,15462,"Sandwich, Burger, Paratha","""80,120,70""",1084,319,183,30,On Time,1,Chinese,UPI
85,1002,42,02-06-2024,54,Female,Ahmedabad,4.1,10756,"Dosa, Roll","""60,110""",1085,374,184,22,On Time,1,Continental,UPI
86,1002,47,20-04-2024,54,Female,Kolkata,4.4,12151,"Roll, Idli, Sandwich, Momos","""110,50,80,140""",1086,619,185,28,On Time,2,North Indian,Card
87,1002,37,19-11-2024,54,Female,Bangalore,4.1,11056,"Dosa, Fried Rice, Pizza, Momos","""60,170,250,140""",1087,1292,186,42,On Time,2,Continental,UPI
88,1002,43,22-06-2024,54,Female,Ahmedabad,1.4,19449,"Paratha, Fried Rice, Roll","""70,170,110""",1088,330,187,12,Cancelled,3,South Indian,UPI
89,2843,19,13-09-2024,19,Male,Mumbai,3.1,14213,"Idli, Pizza, Sandwich, Noodles","""50,250,80,150""",1089,410,188,72,Late,1,South Indian,Card
90,1002,19,18-01-2024,54,Female,Mumbai,1.0,10354,"Idli, Burger, Paratha","""50,120,70""",1090,373,189,6,Cancelled,2,North Indian,UPI
91,1002,7,17-04-2024,54,Female,Chennai,4.6,17341,Pizza,"""250""",1091,252,190,47,On Time,2,South Indian,UPI
92,2595,1,01-10-2024,29,Male,Hyderabad,4.5,11817,"Dosa, Paratha, Idli","""60,70,50""",1092,266,191,39,On Time,2,Chinese,UPI
93,2589,37,19-08-2024,43,Female,Bangalore,4.2,17777,"Pasta, Pizza, Noodles, Roll","""180,250,150,110""",1093,1099,192,29,On Time,1,North Indian,UPI
94,1002,35,09-05-2024,54,Female,Pune,4.6,16200,Idli,"""50""",1094,91,193,25,On Time,3,Fast Food,UPI
95,1002,10,19-12-2024,54,Female,Hyderabad,5.0,14684,"Roll, Momos, Sandwich, Pasta","""110,140,80,180""",1095,472,194,55,On Time,2,South Indian,UPI
96,2330,31,24-10-2024,30,Female,Bangalore,4.2,17104,"Roll, Paneer Tikka, Dosa","""110,220,60""",1096,696,195,0,Cancelled,1,Italian,UPI
97,2462,40,31-08-2024,29,Female,Bangalore,2.1,19908,"Pasta, Burger, Idli","""180,120,50""",1097,311,196,61,Late,2,South Indian,UPI
98,1002,40,19-09-2024,54,Female,Bangalore,4.3,14319,"Paneer Tikka, Roll","""220,110""",1098,216,197,26,On Time,1,Fast Food,UPI
99,1002,10,04-03-2024,54,Female,Hyderabad,2.5,14412,"Pasta, Fried Rice","""180,170""",1099,402,198,13,Cancelled,1,Chinese,Cash
100,2190,19,12-10-2024,35,Female,Mumbai,1.7,11050,"Paneer Tikka, Burger","""220,120""",1100,451,199,4,Cancelled,3,Chinese,UPI
101,1002,29,27-01-2024,54,Female,Chennai,4.1,19452,"Idli, Burger","""50,120""",1101,227,200,34,On Time,2,Chinese,Cash
102,3646,31,30-12-2024,35,Female,Bangalore,3.2,14352,"Paneer Tikka, Burger, Paratha","""220,120,70""",1102,746,201,72,Late,1,Continental,UPI
103,3960,6,04-11-2024,37,Female,Pune,4.7,17796,"Fried Rice, Burger","""170,120""",1103,433,202,34,On Time,1,North Indian,UPI
104,2388,16,29-02-2024,44,Male,Bangalore,2.3,18548,"Roll, Biryani, Sandwich","""110,200,80""",1104,270,203,74,Late,1,Fast Food,UPI
105,1002,16,24-05-2024,54,Female,Bangalore,4.5,18860,Dosa,"""60""",1105,67,204,25,On Time,1,South Indian,UPI
106,1002,24,26-04-2024,54,Female,Ahmedabad,1.3,10330,"Biryani, Paratha, Paneer Tikka","""200,70,220""",1106,847,205,0,Cancelled,1,Italian,Cash
107,1002,47,20-07-2024,54,Female,Kolkata,2.5,13768,"Momos, Idli, Pizza","""140,50,250""",1107,321,206,5,Cancelled,3,Fast Food,UPI
108,1003,41,03-04-2024,32,Male,Pune,2.7,11274,"Momos, Dosa, Idli, Biryani","""140,60,50,200""",1108,410,207,52,Late,2,South Indian,UPI
109,1003,32,11-01-2024,32,Male,Pune,3.2,16179,Dosa,"""60""",1109,128,208,48,Late,4,South Indian,UPI
110,1003,49,25-11-2024,32,Male,Delhi,4.8,14598,"Paneer Tikka, Pizza, Fried Rice, Paratha","""220,250,170,70""",1110,1328,209,32,On Time,1,Continental,UPI
111,1003,38,09-03-2024,32,Male,Delhi,4.5,17187,"Sandwich, Idli","""80,50""",1111,278,210,35,On Time,1,Continental,UPI
112,1003,48,16-07-2024,32,Male,Hyderabad,4.3,14490,Fries,"""90""",1112,129,211,34,On Time,1,Chinese,UPI
113,1003,32,19-10-2024,32,Male,Pune,1.3,14942,Dosa,"""60""",1113,133,212,6,Cancelled,1,Continental,UPI
114,1003,37,13-12-2024,32,Male,Bangalore,4.7,15906,"Pizza, Dosa, Fried Rice, Biryani","""250,60,170,200""",1114,492,213,56,On Time,3,Fast Food,UPI
115,1003,2,03-11-2024,32,Male,Pune,4.2,15746,"Pizza, Dosa, Pasta","""250,60,180""",1115,402,214,60,Late,4,Fast Food,Card
116,3480,5,12-05-2024,22,Male,Chennai,4.1,17549,"Biryani, Burger, Pasta, Fries","""200,120,180,90""",1116,425,215,29,On Time,3,Fast Food,Card
117,1003,33,14-04-2024,32,Male,Chennai,2.4,18598,"Fries, Fried Rice","""90,170""",1117,494,216,47,Late,1,Italian,Card
118,1003,27,07-11-2024,32,Male,Kolkata,4.2,13184,"Sandwich, Momos","""80,140""",1118,168,217,58,On Time,2,Fast Food,Card
119,1003,15,17-04-2024,32,Male,Kolkata,1.8,17759,"Paneer Tikka, Pizza, Sandwich, Roll","""220,250,80,110""",1119,473,218,13,Cancelled,1,Fast Food,UPI
120,3236,47,27-04-2024,29,Female,Kolkata,4.7,14101,"Paratha, Momos","""70,140""",1120,346,219,27,On Time,1,Italian,UPI
121,1003,44,14-07-2024,32,Male,Mumbai,4.2,10994,Momos,"""140""",1121,314,220,22,On Time,2,Continental,UPI
122,3769,43,05-02-2024,35,Female,Ahmedabad,3.1,17315,"Biryani, Pasta, Pizza, Sandwich","""200,180,250,80""",1122,1462,221,56,Late,1,Continental,UPI
123,1003,45,14-09-2024,32,Male,Mumbai,3.5,16165,Biryani,"""200""",1123,199,222,47,Late,2,South Indian,UPI
124,3274,14,01-11-2024,59,Male,Pune,4.5,13333,"Sandwich, Dosa","""80,60""",1124,293,223,24,On Time,2,Italian,Card
125,3230,9,29-04-2024,29,Male,Chennai,4.2,14735,"Dosa, Pasta, Roll","""60,180,110""",1125,262,224,66,Late,1,Fast Food,Card
126,1003,33,15-06-2024,32,Male,Chennai,2.3,14327,"Momos, Biryani, Idli, Fries","""140,200,50,90""",1126,778,225,10,Cancelled,1,Italian,UPI
127,1003,26,27-06-2024,32,Male,Chennai,4.9,18837,Fried Rice,"""170""",1127,147,226,47,On Time,2,Fast Food,Card
128,2505,20,09-01-2024,21,Male,Pune,4.5,18881,Paneer Tikka,"""220""",1128,309,227,31,On Time,2,Chinese,UPI
129,1003,21,06-12-2024,32,Male,Ahmedabad,4.2,16597,"Biryani, Fries, Dosa, Fried Rice","""200,90,60,170""",1129,1105,228,34,On Time,2,Continental,UPI
130,1003,8,07-05-2024,32,Male,Mumbai,2.0,16767,Momos,"""140""",1130,122,229,43,Late,1,South Indian,UPI
131,1003,12,21-06-2024,32,Male,Bangalore,2.4,13018,"Roll, Sandwich, Noodles, Fries","""110,80,150,90""",1131,643,230,49,Late,3,North Indian,Card
132,1003,49,09-08-2024,32,Male,Delhi,4.9,13391,"Paneer Tikka, Fried Rice, Noodles, Roll","""220,170,150,110""",1132,1389,231,28,On Time,1,Continental,UPI
133,1003,2,08-10-2024,32,Male,Pune,2.8,19650,"Momos, Fried Rice","""140,170""",1133,326,232,63,Late,4,South Indian,UPI
134,3081,35,29-05-2024,43,Male,Pune,2.1,10278,"Fries, Paratha, Noodles, Idli","""90,70,150,50""",1134,571,233,54,Late,1,North Indian,UPI
135,2532,17,12-06-2024,27,Male,Ahmedabad,4.6,14024,"Pizza, Dosa","""250,60""",1135,295,234,35,On Time,3,South Indian,Card
136,1003,34,11-10-2024,32,Male,Mumbai,4.4,13954,"Fries, Idli, Pasta, Dosa","""90,50,180,60""",1136,688,235,47,On Time,2,Italian,UPI
137,1003,24,13-01-2024,32,Male,Ahmedabad,3.3,19877,Momos,"""140""",1137,155,236,43,Late,2,South Indian,UPI
138,1003,18,09-03-2024,32,Male,Bangalore,4.9,15171,"Fried Rice, Roll, Sandwich","""170,110,80""",1138,550,237,46,On Time,1,North Indian,UPI
139,1003,48,01-09-2024,32,Male,Hyderabad,4.5,12033,Dosa,"""60""",1139,129,238,42,On Time,1,Continental,Card
140,3817,12,20-12-2024,57,Female,Bangalore,2.1,14410,"Pasta, Idli, Momos, Paneer Tikka","""180,50,140,220""",1140,902,239,56,Late,2,North Indian,Card
141,1004,12,01-03-2024,31,Male,Bangalore,4.2,15001,Fries,"""90""",1141,86,240,59,Late,1,South Indian,UPI
142,1004,39,29-02-2024,31,Male,Kolkata,2.1,18823,"Dosa, Paratha, Roll, Momos","""60,70,110,140""",1142,679,241,60,Late,4,Italian,Cash
143,1004,7,28-01-2024,31,Male,Chennai,4.3,16399,Pizza,"""250""",1143,386,242,23,On Time,1,North Indian,UPI
144,1004,1,13-08-2024,31,Male,Hyderabad,4.5,14352,"Pasta, Momos, Roll","""180,140,110""",1144,347,243,24,On Time,3,Fast Food,UPI
145,2481,33,23-09-2024,40,Female,Chennai,2.3,17854,"Fried Rice, Noodles","""170,150""",1145,300,244,55,Late,2,South Indian,Card
146,1004,30,01-07-2024,31,Male,Bangalore,4.1,10439,"Pizza, Paneer Tikka, Paratha, Dosa","""250,220,70,60""",1146,1150,245,25,On Time,3,Italian,Card
147,2751,4,17-10-2024,60,Female,Bangalore,4.2,16910,"Noodles, Dosa","""150,60""",1147,369,246,40,On Time,1,Italian,UPI
148,2758,50,30-04-2024,36,Female,Ahmedabad,4.5,15202,"Paratha, Burger","""70,120""",1148,315,247,38,On Time,1,Italian,Cash
149,1004,24,22-08-2024,31,Male,Ahmedabad,4.2,11060,Idli,"""50""",1149,122,248,12,Cancelled,2,Italian,UPI
150,1004,5,16-03-2024,31,Male,Chennai,2.8,14610,"Sandwich, Momos, Biryani, Paratha","""80,140,200,70""",1150,395,249,66,Late,4,Fast Food,Card
151,3383,42,14-02-2024,38,Male,Ahmedabad,2.7,17258,"Roll, Dosa","""110,60""",1151,403,250,49,Late,2,Continental,Cash
152,1004,30,11-02-2024,31,Male,Bangalore,3.3,18229,"Burger, Sandwich, Paratha, Paneer Tikka","""120,80,70,220""",1152,668,251,76,Late,1,North Indian,UPI
153,1004,28,29-03-2024,31,Male,Chennai,3.4,18720,"Idli, Paratha, Momos","""50,70,140""",1153,201,252,51,Late,1,Fast Food,UPI
154,1004,3,28-02-2024,31,Male,Pune,4.8,12637,"Biryani, Pizza, Paratha","""200,250,70""",1154,1004,253,39,On Time,2,Italian,Card
155,1004,9,04-02-2024,31,Male,Chennai,4.3,19974,"Fried Rice, Idli, Fries","""170,50,90""",1155,683,254,20,On Time,3,Continental,UPI
156,1004,13,25-08-2024,31,Male,Ahmedabad,2.2,14285,"Pizza, Idli, Biryani","""250,50,200""",1156,351,255,1,Cancelled,1,Fast Food,UPI
157,1004,10,23-09-2024,31,Male,Hyderabad,4.2,16897,Noodles,"""150""",1157,151,256,35,On Time,1,South Indian,Cash
158,1004,33,13-03-2024,31,Male,Chennai,4.7,15461,"Burger, Sandwich","""120,80""",1158,168,257,32,On Time,2,Fast Food,UPI
159,1004,25,22-12-2024,31,Male,Chennai,4.7,16996,Roll,"""110""",1159,109,258,35,On Time,2,Fast Food,UPI
160,1004,29,01-05-2024,31,Male,Chennai,4.8,10055,Paratha,"""70""",1160,137,259,20,On Time,3,Chinese,UPI
161,1004,10,27-06-2024,31,Male,Hyderabad,4.9,18980,"Paneer Tikka, Momos, Idli, Dosa","""220,140,50,60""",1161,324,260,43,On Time,1,Fast Food,Card
162,1004,48,14-08-2024,31,Male,Hyderabad,4.5,10498,Roll,"""110""",1162,180,261,52,On Time,3,Chinese,Card
163,1004,31,08-01-2024,31,Male,Bangalore,3.0,16385,"Noodles, Idli","""150,50""",1163,239,262,54,Late,1,Chinese,UPI
164,1004,10,24-06-2024,31,Male,Hyderabad,2.5,17658,Roll,"""110""",1164,133,263,42,Late,3,Fast Food,UPI
165,1004,43,28-11-2024,31,Male,Ahmedabad,4.9,17623,Fries,"""90""",1165,214,264,34,On Time,2,Continental,Cash
166,1004,13,08-08-2024,31,Male,Ahmedabad,4.2,11344,"Pizza, Noodles, Sandwich, Fries","""250,150,80,90""",1166,719,265,51,Late,2,Chinese,Card
167,1004,22,13-12-2024,31,Male,Kolkata,4.0,15664,"Fries, Paratha","""90,70""",1167,271,266,31,On Time,3,North Indian,UPI
168,2573,6,02-10-2024,26,Male,Pune,4.2,14686,Pizza,"""250""",1168,230,267,29,On Time,1,South Indian,UPI
169,2841,43,24-04-2024,33,Male,Ahmedabad,4.5,17284,Fried Rice,"""170""",1169,302,268,24,On Time,2,North Indian,Cash
170,1004,12,04-03-2024,31,Male,Bangalore,4.8,16330,"Pizza, Pasta","""250,180""",1170,409,269,35,On Time,3,South Indian,Cash
171,2422,8,13-11-2024,44,Male,Mumbai,4.5,10387,"Burger, Fries","""120,90""",1171,438,270,43,On Time,3,Italian,UPI
172,1005,12,15-07-2024,39,Female,Bangalore,4.1,18987,"Noodles, Paneer Tikka, Biryani, Momos","""150,220,200,140""",1172,1061,271,37,On Time,3,North Indian,UPI
173,1005,28,21-11-2024,39,Female,Chennai,4.6,18841,"Paneer Tikka, Idli","""220,50""",1173,262,272,32,On Time,4,Fast Food,UPI
174,2386,36,14-10-2024,46,Male,Bangalore,4.8,17243,"Fried Rice, Paratha, Fries, Dosa","""170,70,90,60""",1174,295,273,19,On Time,3,Fast Food,UPI
175,1005,4,06-06-2024,39,Female,Bangalore,1.7,18419,"Fried Rice, Dosa, Roll","""170,60,110""",1175,674,274,0,Cancelled,3,Continental,UPI
176,2363,4,21-11-2024,36,Female,Bangalore,3.0,13125,Roll,"""110""",1176,247,275,49,Late,1,Continental,UPI
177,1005,36,25-09-2024,39,Female,Bangalore,4.1,17190,"Burger, Noodles, Fries","""120,150,90""",1177,438,276,51,On Time,2,Chinese,Card
178,1005,25,03-11-2024,39,Female,Chennai,4.8,14305,"Biryani, Burger, Pasta","""200,120,180""",1178,349,277,26,On Time,3,Fast Food,Cash
179,1005,24,21-08-2024,39,Female,Ahmedabad,1.1,17465,Momos,"""140""",1179,109,278,13,Cancelled,1,Fast Food,UPI
